ID,Parent,Type,Images,Nicotine Product,Brands,SKU,Name,Short description,Description,Bowl Size,Weight (lbs),Length (in),Width (in),Height (in),,Tax status,Tax class,,Stock,Low stock amount,,,,Sale price,Regular price,Categories,Tags,Shipping class,,,,,,,Cross-sells,,Button text,,,,Visibility in catalog,,,,,,,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,,,,,,,,,,,,,,,,
12527,,simple,"https://sigdistro.com/wp-content/uploads/2023/10/GB-005.png, https://sigdistro.com/wp-content/uploads/2023/10/GB-005.png",FALSE,House Brand,,Aztec Pattern Rig |REF: GB 005|,Look no further for stand out pieces for your shelves! This Aztec patterned rig is unlike anything else with decorated patterns all over and a hanging medallion. Adaptable for both concentrates and flower this rig does it all. The frosted details add an extra layer of grip.,Look no further for stand out pieces for your shelves! This Aztec patterned rig is unlike anything else with decorated patterns all over and a hanging medallion. Adaptable for both concentrates and flower this rig does it all. The frosted details add an extra layer of grip.,,,,,,,taxable,,,,,,,,37,44.5,"Smoking Pipes > Glass Water Pipes, Sale, Smoking Pipes","Sale, Water Pipes",,,,,,,,,,,,,visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528,,simple,"https://sigdistro.com/wp-content/uploads/2023/10/GB-006.png, https://sigdistro.com/wp-content/uploads/2023/10/GB-006.png",FALSE,House Brand,,Aztec Hourglass Shaped Rig |REF: GB 006|,This small hourglass shaped rig is decorated with skull and rose patterns all over with blue and pink accented colors. A slit perc provides filtration for clean debris free hits each time. Compatible with both concentrates and flower this dab rig provides functionality and style in one. A handing medallion finishes off this unique water pipe.,This small hourglass shaped rig is decorated with skull and rose patterns all over with blue and pink accented colors. A slit perc provides filtration for clean debris free hits each time. Compatible with both concentrates and flower this dab rig provides functionality and style in one. A handing medallion finishes off this unique water pipe.,,,,,,,taxable,,,,,,,,33,40,"Smoking Pipes > Glass Water Pipes, Sale, Smoking Pipes","Sale, Water Pipes",,,,,,,,,,,,,visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12529,,simple,"https://sigdistro.com/wp-content/uploads/2023/10/GB-007.png, https://sigdistro.com/wp-content/uploads/2023/10/GB-007.png",FALSE,House Brand,,Frosted Tree Pattern Beaker |REF: GB 007|,"Look no further for unique pieces for your shelves with this frosted tree beaker with a stone like pyramid percolator for recycled hits. The intricate designs make this water pipe eye catching with two percs for filtration, once via the large slit pyramid for initial recycling to remove harshness. A second perc in the middle acts as the final recycling to remove any excess harshness or debris for smooth hits.","Look no further for unique pieces for your shelves with this frosted tree beaker with a stone like pyramid percolator for recycled hits. The intricate designs make this water pipe eye catching with two percs for filtration, once via the large slit pyramid for initial recycling to remove harshness. A second perc in the middle acts as the final recycling to remove any excess harshness or debris for smooth hits.",,,,,,,taxable,,,,,,,,37,45.5,"Smoking Pipes > Glass Water Pipes, Sale, Smoking Pipes","Sale, Water Pipes",,,,,,,,,,,,,visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530,,simple,"https://sigdistro.com/wp-content/uploads/2023/10/GB-008.png, https://sigdistro.com/wp-content/uploads/2023/10/GB-008.png",FALSE,House Brand,,Small Patterned Head Rig |REF: GB 008|,Combining art and functionality in one this water pipe depicts the shape of a head and almost body like features. The head is decorated with Aztec patterns and acts as the mouth piece as well. The body is fit with a perc for recycling out harshness for clean hits and a wide surface area to circulate the smoke before being pulled through the mouthpiece.,Combining art and functionality in one this water pipe depicts the shape of a head and almost body like features. The head is decorated with Aztec patterns and acts as the mouth piece as well. The body is fit with a perc for recycling out harshness for clean hits and a wide surface area to circulate the smoke before being pulled through the mouthpiece.,,,,,,,taxable,,,,,,,,40,48,"Smoking Pipes > Glass Water Pipes, Sale, Smoking Pipes","Sale, Water Pipes",,,,,,,,,,,,,visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12531,,simple,"https://sigdistro.com/wp-content/uploads/2023/10/GB-009.png, https://sigdistro.com/wp-content/uploads/2023/10/GB-009.png",FALSE,House Brand,,Patterned Head Water Pipe |REF: GB 009|,A unique design water pipe with a patterned head in the middle for the smoke to pass through before exiting the mouth piece. A perc is placed in the bottom body for initial recycling to remove excess harshness. Frosted patterns decorate the bottom portion of this water pipe that also add a layer of grip for drop prevention. If youre looking for different pieces to fill your shelves look no  further!,A unique design water pipe with a patterned head in the middle for the smoke to pass through before exiting the mouth piece. A perc is placed in the bottom body for initial recycling to remove excess harshness. Frosted patterns decorate the bottom portion of this water pipe that also add a layer of grip for drop prevention. If youre looking for different pieces to fill your shelves look no  further!,,,,,,,taxable,,,,,,,,37,45,"Smoking Pipes > Glass Water Pipes, Sale, Smoking Pipes","Sale, Water Pipes",,,,,,,,,,,,,visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12532,,simple,"https://sigdistro.com/wp-content/uploads/2023/10/GB-010.png, https://sigdistro.com/wp-content/uploads/2023/10/GB-010.png",FALSE,House Brand,,Blue Frosted Recycling Water Pipe |REF: GB 010|,A simple yet unique piece with a circ perc on the bottom for initial recycling before being pulled through the funnel to circulate one last time before exiting the mouthpiece. The frosted body pops against the blue exterior making it an eye catching piece for your shelves.,A simple yet unique piece with a circ perc on the bottom for initial recycling before being pulled through the funnel to circulate one last time before exiting the mouthpiece. The frosted body pops against the blue exterior making it an eye catching piece for your shelves.,,,,,,,taxable,,,,,,,,37,45,"Smoking Pipes > Glass Water Pipes, Sale, Smoking Pipes","Sale, Water Pipes",,,,,,,,,,,,,visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12572,,variable,"https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAY-2-1.jpg, https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAY-1.png, https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAY-2.png, https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAY-4.png, https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAYS-2.png",FALSE,House Brand,,Long Magnetic 3D Cover Tray,Long Magnetic Cover Trays are great for storing remaining flower and keeping all tools in one place mess free. The cover is a 3D image that covers the entire tray and has a strong hold. With over 20 different designs to choose from there is one for your customers!,Long Magnetic Cover Trays are great for storing remaining flower and keeping all tools in one place mess free. The cover is a 3D image that covers the entire tray and has a strong hold. With over 20 different designs to choose from there is one for your customers!,,,,,,,taxable,,,,,,,,,,"Novelty / General Merchandise, Roll Your Own > Trays, Novelty / General Merchandise > Trays","novelty, Trays",,,,,,,,,,,,,visible,,,,,,,Design,"Bart 1, Simps 1, Simps 2, Simps 3, Motorcycle, $100 Bill, Alice, Monkey, Duck, Cat in the High, Wonka, Jack & Sally, Alien, Mushroom, Skeleton, DBZ 1, DBZ 2, RM 1, RM 2, RM 3, RM 4, RM 5, RM 6, Mario",1,,,,,,,,,,,,,,,,,,,,,
12573,id:12572,variation,https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAY-1.png,FALSE,House Brand,Long Magnetic Tray - Bart 1,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,Bart 1,,,,,,,,,,,,,,,,,,,,,,
12574,id:12572,variation,https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAY-1.png,FALSE,House Brand,Long Magnetic Tray - Simps 1,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,Simps 1,,,,,,,,,,,,,,,,,,,,,,
12575,id:12572,variation,https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAY-1.png,FALSE,House Brand,Long Magnetic Tray - Simps 2,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,Simps 2,,,,,,,,,,,,,,,,,,,,,,
12576,id:12572,variation,https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAY-1.png,FALSE,House Brand,Long Magnetic Tray - Simps 3,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,Simps 3,,,,,,,,,,,,,,,,,,,,,,
12577,id:12572,variation,https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAYS.png,FALSE,House Brand,Long Magnetic Tray - Motorcycle,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,Motorcycle,,,,,,,,,,,,,,,,,,,,,,
12578,id:12572,variation,https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAYS.png,FALSE,House Brand,Long Magnetic Tray - $100 Bill,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,$100 Bill,,,,,,,,,,,,,,,,,,,,,,
12579,id:12572,variation,https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAYS.png,FALSE,House Brand,Long Magnetic Tray - Alice,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,Alice,,,,,,,,,,,,,,,,,,,,,,
12580,id:12572,variation,https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAY-2.png,FALSE,House Brand,Long Magnetic Tray - Monkey,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,Monkey,,,,,,,,,,,,,,,,,,,,,,
12581,id:12572,variation,,FALSE,House Brand,Long Magnetic Tray - Duck,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,Duck,,,,,,,,,,,,,,,,,,,,,,
12582,id:12572,variation,,FALSE,House Brand,Long Magnetic Tray - Cat in the High,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,Cat in the High,,,,,,,,,,,,,,,,,,,,,,
12583,id:12572,variation,,FALSE,House Brand,Long Magnetic Tray - Wonka,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,Wonka,,,,,,,,,,,,,,,,,,,,,,
12584,id:12572,variation,,FALSE,House Brand,Long Magnetic Tray - Jack & Sally,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,Jack & Sally,,,,,,,,,,,,,,,,,,,,,,
12585,id:12572,variation,,FALSE,House Brand,Long Magnetic Tray - Alien,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,Alien,,,,,,,,,,,,,,,,,,,,,,
12586,id:12572,variation,https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAY-4.png,FALSE,House Brand,Long Magnetic Tray - Mushroom,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,Mushroom,,,,,,,,,,,,,,,,,,,,,,
12587,id:12572,variation,,FALSE,House Brand,Long Magnetic Tray - Skeleton,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,Skeleton,,,,,,,,,,,,,,,,,,,,,,
12588,id:12572,variation,https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAYS-2.png,FALSE,House Brand,Long Magnetic Tray - DBZ 1,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,DBZ 1,,,,,,,,,,,,,,,,,,,,,,
12589,id:12572,variation,https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAYS-2.png,FALSE,House Brand,Long Magnetic Tray - DBZ 2,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,DBZ 2,,,,,,,,,,,,,,,,,,,,,,
12590,id:12572,variation,https://sigdistro.com/wp-content/uploads/2023/10/c-24.jpg,FALSE,House Brand,Long Magnetic Tray - RM 1,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,RM 1,,,,,,,,,,,,,,,,,,,,,,
12591,id:12572,variation,,FALSE,House Brand,Long Magnetic Tray - RM 2,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,RM 2,,,,,,,,,,,,,,,,,,,,,,
12592,id:12572,variation,https://sigdistro.com/wp-content/uploads/2023/10/c-24.jpg,FALSE,House Brand,Long Magnetic Tray - RM 3,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,RM 3,,,,,,,,,,,,,,,,,,,,,,
12593,id:12572,variation,,FALSE,House Brand,Long Magnetic Tray - RM 4,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,RM 4,,,,,,,,,,,,,,,,,,,,,,
12594,id:12572,variation,,FALSE,House Brand,Long Magnetic Tray - RM 5,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,,,,,,,,,,,,,,,,visible,,,,,,,Design,RM 5,,,,,,,,,,,,,,,,,,,,,,
12595,id:12572,variation,,FALSE,House Brand,Long Magnetic Tray - RM 6,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,,,,,,,,,,,,,,,,visible,,,,,,,Design,RM 6,,,,,,,,,,,,,,,,,,,,,,
12596,id:12572,variation,https://sigdistro.com/wp-content/uploads/2023/10/LONG-MAG-TRAYS-2.png,FALSE,House Brand,Long Magnetic Tray - Mario,Long Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,8,,,,,,,,,,,,,,,visible,,,,,,,Design,Mario,,,,,,,,,,,,,,,,,,,,,,
12627,,variable,"https://sigdistro.com/wp-content/uploads/2023/10/SMALL-MAG-TRAY-3-1.jpg, https://sigdistro.com/wp-content/uploads/2023/10/SMALL-MAG-TRAY-3.png",FALSE,House Brand,,Small Magnetic 3D Cover Tray,Small Magnetic Cover Trays are great for storing remaining flower and keeping all tools in one place mess free. The cover is a 3D image that covers the entire tray and has a strong hold. With over 20 different designs to choose from there is one for your customers!,Small Magnetic Cover Trays are great for storing remaining flower and keeping all tools in one place mess free. The cover is a 3D image that covers the entire tray and has a strong hold. With over 20 different designs to choose from there is one for your customers!,,,,,,,taxable,,,,,,,,,,"Novelty / General Merchandise, Roll Your Own > Trays, Novelty / General Merchandise > Trays","novelty, Trays",,,,,,,,,,,,,visible,,,,,,,Design,"RM 1, RM 2, RM 3, Love Monkey, Frog, Simps, Bart 1, Dab Wars 1, Dab Wars 2, DBZ 1, DBZ 2",1,,,,,,,,,,,,,,,,,,,,,
12628,id:12627,variation,https://sigdistro.com/wp-content/uploads/2023/10/c-19.jpg,FALSE,House Brand,Small Magnetic Tray - RM 1,Small Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,4,,,,,,,,,,,,,,,visible,,,,,,,Design,RM 1,,,,,,,,,,,,,,,,,,,,,,
12629,id:12627,variation,https://sigdistro.com/wp-content/uploads/2023/10/c-18.jpg,FALSE,House Brand,Small Magnetic Tray - RM 2,Small Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,4,,,,,,,,,,,,,,,visible,,,,,,,Design,RM 2,,,,,,,,,,,,,,,,,,,,,,
12630,id:12627,variation,https://sigdistro.com/wp-content/uploads/2023/10/SMALL-MAG-TRAY-2.png,FALSE,House Brand,Small Magnetic Tray - RM 3,Small Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,4,,,,,,,,,,,,,,,visible,,,,,,,Design,RM 3,,,,,,,,,,,,,,,,,,,,,,
12631,id:12627,variation,https://sigdistro.com/wp-content/uploads/2023/10/SMALL-MAG-TRAY-3.png,FALSE,House Brand,Small Magnetic Tray - Love Monkey,Small Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,4,,,,,,,,,,,,,,,visible,,,,,,,Design,Love Monkey,,,,,,,,,,,,,,,,,,,,,,
12632,id:12627,variation,https://sigdistro.com/wp-content/uploads/2023/10/MED-MAG-TRAY-3.png,FALSE,House Brand,Small Magnetic Tray - Frog,Small Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,4,,,,,,,,,,,,,,,visible,,,,,,,Design,Frog,,,,,,,,,,,,,,,,,,,,,,
12633,id:12627,variation,https://sigdistro.com/wp-content/uploads/2023/10/SMALL-MAG-TRAY-3.png,FALSE,House Brand,Small Magnetic Tray - Simps,Small Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,4,,,,,,,,,,,,,,,visible,,,,,,,Design,Simps,,,,,,,,,,,,,,,,,,,,,,
12634,id:12627,variation,https://sigdistro.com/wp-content/uploads/2023/10/MED-MAG-TRAY-4.png,FALSE,House Brand,Small Magnetic Tray - Bart 1,Small Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,4,,,,,,,,,,,,,,,visible,,,,,,,Design,Bart 1,,,,,,,,,,,,,,,,,,,,,,
12635,id:12627,variation,https://sigdistro.com/wp-content/uploads/2023/10/MED-MAG-TRAY-5.png,FALSE,House Brand,Small Magnetic Tray - Dab Wars 1,Small Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,4,,,,,,,,,,,,,,,visible,,,,,,,Design,Dab Wars 1,,,,,,,,,,,,,,,,,,,,,,
12636,id:12627,variation,https://sigdistro.com/wp-content/uploads/2023/10/MED-MAG-TRAY-5.png,FALSE,House Brand,Small Magnetic Tray - Dab Wars 2,Small Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,4,,,,,,,,,,,,,,,visible,,,,,,,Design,Dab Wars 2,,,,,,,,,,,,,,,,,,,,,,
12637,id:12627,variation,https://sigdistro.com/wp-content/uploads/2023/10/MED-MAG-TRAY-1.png,FALSE,House Brand,Small Magnetic Tray - DBZ 1,Small Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,4,,,,,,,,,,,,,,,visible,,,,,,,Design,DBZ 1,,,,,,,,,,,,,,,,,,,,,,
12638,id:12627,variation,https://sigdistro.com/wp-content/uploads/2023/10/MED-MAG-TRAY-1.png,FALSE,House Brand,Small Magnetic Tray - DBZ 2,Small Magnetic 3D Cover Tray,,,,,,,,,taxable,parent,,,,,,,,4,,,,,,,,,,,,,,,visible,,,,,,,Design,DBZ 2,,,,,,,,,,,,,,,,,,,,,,
12642,,variable,"https://sigdistro.com/wp-content/uploads/2023/10/7-PIECE-ONE-SET-ALIEN.png, https://sigdistro.com/wp-content/uploads/2023/10/7-PIECE-ONE-SET.png, https://sigdistro.com/wp-content/uploads/2023/10/7-PIECE-ONE-SET-CAT.png, https://sigdistro.com/wp-content/uploads/2023/10/7-PIECE-ONE-SET-ALIEN.png, https://sigdistro.com/wp-content/uploads/2023/10/7-PC-ONE-SET-JOINT-HOLDER.png, https://sigdistro.com/wp-content/uploads/2023/10/7-PC-ONE-SET-JOINT-HOLDER-1.png, https://sigdistro.com/wp-content/uploads/2023/10/7-PC-ONE-SET-GRINDER.png",FALSE,House Brand,,7 Piece One Set,"This 7 piece one set includes everything needed to get a session going and continuing. This set includes a metal tray, plastic grinder, joint holder container, funnel, packing tool, cleaning brush and papers. Having a set of items makes it easier for the customer when trying to decide what to get. All together in one convenient package at a set price is a great deal!
\n
\nIncludes:
\n<ul>
\n 	<li>Metal tray</li>
\n 	<li>Plastic grinder</li>
\n 	<li>Joint storage container</li>
\n 	<li>Funnel</li>
\n 	<li>Packing tool</li>
\n 	<li>Papers</li>
\n 	<li>Cleaning brush</li>
\n</ul>","This 7 piece one set includes everything needed to get a session going and continuing. This set includes a metal tray, plastic grinder, joint holder container, funnel, packing tool, cleaning brush and papers. Having a set of items makes it easier for the customer when trying to decide what to get. All together in one convenient package at a set price is a great deal!",,,,,,,taxable,,,,,,,,,,"Novelty / General Merchandise > Gift Sets, Novelty / General Merchandise",novelty,,,,,,,,,,,,,visible,,,,,,,Design,"Alien, Gorilla 1, Gorilla 2, Cat, Skull, Undead",1,,,,,,,,,,,,,,,,,,,,,
12643,id:12642,variation,https://sigdistro.com/wp-content/uploads/2023/10/7-PIECE-ONE-SET-ALIEN.png,FALSE,House Brand,7 Piece One Set - Alien,7 Piece One Set,,,,,,,,,taxable,parent,,,,,,,,11,,,,,,,,,,,,,,,visible,,,,,,,Design,Alien,,,,,,,,,,,,,,,,,,,,,,
12644,id:12642,variation,https://sigdistro.com/wp-content/uploads/2023/10/7-PIECE-ONE-SET.png,FALSE,House Brand,7 Piece One Set - Gorilla 1,7 Piece One Set,,,,,,,,,taxable,parent,,,,,,,,11,,,,,,,,,,,,,,,visible,,,,,,,Design,Gorilla 1,,,,,,,,,,,,,,,,,,,,,,
12645,id:12642,variation,https://sigdistro.com/wp-content/uploads/2023/10/7-PIECE-ONE-SET.png,FALSE,House Brand,7 Piece One Set - Gorilla 2,7 Piece One Set,,,,,,,,,taxable,parent,,,,,,,,11,,,,,,,,,,,,,,,visible,,,,,,,Design,Gorilla 2,,,,,,,,,,,,,,,,,,,,,,
12646,id:12642,variation,https://sigdistro.com/wp-content/uploads/2023/10/7-PIECE-ONE-SET-CAT.png,FALSE,House Brand,7 Piece One Set - Cat,7 Piece One Set,,,,,,,,,taxable,parent,,,,,,,,11,,,,,,,,,,,,,,,visible,,,,,,,Design,Cat,,,,,,,,,,,,,,,,,,,,,,
12647,id:12642,variation,https://sigdistro.com/wp-content/uploads/2023/10/7-PIECE-ONE-SET-ALIEN.png,FALSE,House Brand,7 Piece One Set - Skull,7 Piece One Set,,,,,,,,,taxable,parent,,,,,,,,11,,,,,,,,,,,,,,,visible,,,,,,,Design,Skull,,,,,,,,,,,,,,,,,,,,,,
12648,id:12642,variation,https://sigdistro.com/wp-content/uploads/2023/10/7-PIECE-ONE-SET-CAT.png,FALSE,House Brand,7 Piece One Set - Undead,7 Piece One Set,,,,,,,,,taxable,parent,,,,,,,,11,,,,,,,,,,,,,,,visible,,,,,,,Design,Undead,,,,,,,,,,,,,,,,,,,,,,
12655,,variable,"https://sigdistro.com/wp-content/uploads/2023/10/LAVA-LAMP-WP-GROUP.png, https://sigdistro.com/wp-content/uploads/2023/10/LAVA-LAMP-WP-GROUP.png, https://sigdistro.com/wp-content/uploads/2023/10/LAVA-LAMP-WP-LIT-UP.png, https://sigdistro.com/wp-content/uploads/2023/10/LAVA-LAMP-WP-SINGLE.png",FALSE,House Brand,,LED Lava Lamp Water Pipe,"This Led Lava Lamp water pipe is a great gift or decoration for anyone! The water pipe features a plastic base and body easily removable to fill water or clean. Press the button and watch the show happen with different color ways lighting up the room. Available in 4 different colors. Compatible with flower bowls, bangers and electric chambers.
\n
\n<strong>Colors:</strong> Red | Blue | Gold | Silver
\n
\n<strong>Height:</strong> 12in","This Led Lava Lamp water pipe is a great gift or decoration for anyone! The water pipe features a plastic base and body easily removable to fill water or clean. Press the button and watch the show happen with different color ways lighting up the room. Available in 4 different colors. Compatible with flower bowls, bangers and electric chambers.",,,,,,,taxable,,,,,,,,,,"Novelty / General Merchandise > Led Signs, Novelty / General Merchandise, Smoking Pipes","novelty, Water Pipes",,,,,,,,,,,,,visible,,,,,,,Color,"Blue, Red, Silver, Gold",1,,,,,,,,,,,,,,,,,,,,,
12656,id:12655,variation,https://sigdistro.com/wp-content/uploads/2023/10/LAVA-LAMP-WP-SINGLE.png,FALSE,House Brand,LED Lava Lamp Water Pipe - Blue,LED Lava Lamp Water Pipe,,,,,,,,,taxable,parent,,,,,,,,25,,,,,,,,,,,,,,,visible,,,,,,,Color,Blue,,,,,,,,,,,,,,,,,,,,,,
12657,id:12655,variation,https://sigdistro.com/wp-content/uploads/2023/10/LAVA-LAMP-WP-GROUP.png,FALSE,House Brand,LED Lava Lamp Water Pipe - Red,LED Lava Lamp Water Pipe,,,,,,,,,taxable,parent,,,,,,,,25,,,,,,,,,,,,,,,visible,,,,,,,Color,Red,,,,,,,,,,,,,,,,,,,,,,
12658,id:12655,variation,https://sigdistro.com/wp-content/uploads/2023/10/LAVA-LAMP-WP-GROUP.png,FALSE,House Brand,LED Lava Lamp Water Pipe - Silver,LED Lava Lamp Water Pipe,,,,,,,,,taxable,parent,,,,,,,,25,,,,,,,,,,,,,,,visible,,,,,,,Color,Silver,,,,,,,,,,,,,,,,,,,,,,
12659,id:12655,variation,https://sigdistro.com/wp-content/uploads/2023/10/LAVA-LAMP-WP-GROUP.png,FALSE,House Brand,LED Lava Lamp Water Pipe - Gold,LED Lava Lamp Water Pipe,,,,,,,,,taxable,parent,,,,,,,,25,,,,,,,,,,,,,,,visible,,,,,,,Color,Gold,,,,,,,,,,,,,,,,,,,,,,
12664,,variable,"https://sigdistro.com/wp-content/uploads/2023/10/YELLOW-SAND-BANGER.png, https://sigdistro.com/wp-content/uploads/2023/10/YELLOW-SAND-BANGER.png, https://sigdistro.com/wp-content/uploads/2023/10/ORANGE-SAND-BANGER.png, https://sigdistro.com/wp-content/uploads/2023/10/RED-SAND-BANGER.png",FALSE,House Brand,,Thermochromic Sand Banger 14mm,"A thermochromic sand banger is the perfect way to determine the temperature of your banger. The sand encased in-between the glass layers changes color when heated to indicate the temperature change of the banger. This allows users to understand the temperature of their banger when in use.
\n
\n<strong>Colors:</strong> Yellow | Orange | Red
\n
\n<strong>Size:</strong> 14mm",A thermochromic sand banger is the perfect way to determine the temperature of your banger. The sand encased in-between the glass layers changes color when heated to indicate the temperature change of the banger. This allows users to understand the temperature of their banger when in use.,,,,,,,taxable,,,,,,,,,,"Smoking Accessories > Bowls & Bangers, Smoking Accessories > Dab Tools, Smoking Accessories",Glass Accessories,,,,,,,,,,,,,visible,,,,,,,Color,"Yellow, Orange, Red",1,,,,,,,,,,,,,,,,,,,,,
12665,id:12664,variation,https://sigdistro.com/wp-content/uploads/2023/10/YELLOW-SAND-BANGER.png,FALSE,House Brand,Thermochromic Sand Banger - Yellow,Thermochromic Sand Banger 14mm,,,,,,,,,taxable,parent,,,,,,,,4.5,,,,,,,,,,,,,,,visible,,,,,,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,
12666,id:12664,variation,https://sigdistro.com/wp-content/uploads/2023/10/ORANGE-SAND-BANGER.png,FALSE,House Brand,Thermochromic Sand Banger - Orange,Thermochromic Sand Banger 14mm,,,,,,,,,taxable,parent,,,,,,,,4.5,,,,,,,,,,,,,,,visible,,,,,,,Color,Orange,,,,,,,,,,,,,,,,,,,,,,
12667,id:12664,variation,https://sigdistro.com/wp-content/uploads/2023/10/RED-SAND-BANGER.png,FALSE,House Brand,Thermochromic Sand Banger - Red,Thermochromic Sand Banger 14mm,,,,,,,,,taxable,parent,,,,,,,,4.5,,,,,,,,,,,,,,,visible,,,,,,,Color,Red,,,,,,,,,,,,,,,,,,,,,,
